id,name_eg,name_ar,actors_name_eg,actors_name_ar,genres_name_eg,genres_name_ar,poster_url,final_rating
1117,the adventures of khadra,مغامرات خضرة,"Dorrya Ahmed, Kamal El Shennawy, Mimi Shakib, Ismail Yasin, Ali El Kassar, Anwar Hassouna","درية أحمد, كمال الشناوي, ميمي شكيب, إسماعيل يس, علي الكسار, أنور حسونة","drama, Music, comedy, old movie","دراما, موسيقي, كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21ZVHBwVG1tdkVjeG1ZVFRqbG1tbWo.jpg,2.847743656
1118,amyrt algzyrt,أميرة الجزيرة,"Taheyya Kariokka, Beshara Wakim, Kamal El Shennawy, Mahmoud Shoukoko, Fatheia Shahin, Sanaa Samih","تحية كاريوكا, بشارة واكيم, كمال الشناوي, محمود شكوكو, فتحية شاهين, سناء سميح",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbWJtWWJtbW1tRWNtRXZjYXZjY3RORW1n.jpg,2.847743656
1119,hawi,حاوي,"mirette el hariri, Hany El Dakkak, waguih allaqani, Hanan Youssef","ميريت الحريري, هاني الدقاق, وجيه اللقاني, حنان يوسف","excitement, drama","اثارة, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbUVtam1tbVlhY2x4eG1Zb2N4bUk.jpg,2.8477323175
1120,haqad aimraa,حقد امرأة,"Mamdouh Abdelalim, Samy El Adl, Abdelsalam Mohamed, Aly Azzab, Tahani Rashed, Poussy","ممدوح عبدالعليم, سامي العدل, عبدالسلام محمد, علي عزب, تهاني راشد, بوسي",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbWJtSE5wdkVjbW1hYVBtdkt4bWc.jpg,2.8477323175
1121,qalb fi alzalam,قلب في الظلام,"Roshdy Abaza, Mahmoud El Meleigy, Nagwa Fouad, Samir Shedid, Laila Nasr, Eman","رشدي أباظة, محمود المليجي, نجوى فؤاد, سمير شديد, ليلى نصر, إيمان",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbWJtcHB2bWJFY216eG1wSWxtVEVtbQ.jpg,2.8477323175
1122,n7n bshr,نحن بشر,"Hoda Soltan, Mahmoud El Meleigy, Dorrya Ahmed, Olwiyya Gamil, Hussein Issa, Fattoh Nashaty","هدى سلطان, محمود المليجي, درية أحمد, علوية جميل, حسين عيسى, فتوح نشاطي","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtanZjbVl1Y3ZjYW1tbXBkZHpQ.jpg,2.8477323175
1123,khat elmoot,خط الموت,"Ola Ghanem, Ahmed Salah Hosny, Mohamed Soliman, Engy Khattab, Abdel Imam Abdalla, moustafa yousef","علا غانم, أحمد صلاح حسني, محمد سليمان, إنجي خطاب, عبدالإمام عبدالله, مصطفى يوسف","Action, excitement","اكشن, اثارة",https://i.egycdn.com/pic/WmFwZndlY21ZcHZtcHBwZWNjVVRqeFBtcEVtbQ.jpg,2.8477208645
1124,vitamin,فيتامين,"Maguy Bou Ghosn, Carlos Azar, Fouad Yammine, May Sahab, Khitam el Leham, Farah Bitar","ماغي بوغصن, كارلوس عازار, فؤاد يمين, مي سحاب, ختام اللحام, فرح بيطار",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21tbXZtam12bUVtYWN2d1BtZGZVQ2ptRQ.jpg,2.8477208645
1125,m3rkt aln2yb nadyt,معركة النقيب نادية,"Soheir Ramzy, Karam Motawie, Mohey Eldein Abdel Mohsen, Magdy Sobhy, Mimi Gamal, Nahed Samir","سهير رمزي, كرم مطاوع, محيي الدين عبدالمحسن, مجدي صبحي, ميمي جمال, ناهد سمير","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtSGNtcHZFY21tbVlqbXZ2a05Mdw.jpg,2.8477208645
1126,aihtaras easabat alnisa,احترس عصابة النساء,"Samir Ghanem, Elham Shahein, Sayed Zayan, Sawsan Bader, Hadi Al Jayyar, Vivian Salah Eldin","سمير غانم, إلهام شاهين, سيد زيان, سوسن بدر, هادي الجيار, فيفيان صلاح الدين","comedy, excitement, old movie","كوميديا, اثارة, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbW12Y3Zjdk52RWNtRXh2Y3dUam1ieGE.jpg,2.8477208645
1127,tareq el sa3ada,طريق السعادة,"Kamal El Shennawy, Magda, Zahrat Al Oula, Farid Shawqy, Shokry Sarhan, Hind Rostom","كمال الشناوي, ماجدة, زهرة العلا, فريد شوقي, شكري سرحان, هند رستم","drama, excitement, old movie","دراما, اثارة, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Tm1tYm1hY3dmTllFbW13VFl2.jpg,2.8477208645
1128,al mealima wal ostaz,المعلمة والأستاذ,"Elshahat Mabrouk, Hatem Zu Elfakar, Aaidah Riyadh, Alaa Wali El Din, Hisham Abdullah, Shokry Mansour","الشحات مبروك, حاتم ذو الفقار, عايدة رياض, علاء ولي الدين, هشام عبدالله, شكري منصور",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbWJtWXBFbXVjbVl4amx2Y2FsbXY.jpg,2.847697608
1129,alkhatwat alddamia,الخطوة الدامية,"Kamal El Shennawy, Soheir Ramzy, Abdo El Wazir, Sabri Abdulmonem, Aziza Helmy, Abd El Ghany Nasser","كمال الشناوي, سهير رمزي, عبده الوزير, صبري عبدالمنعم, عزيزة حلمي, عبدالغني ناصر","Action, excitement, old movie","اكشن, اثارة, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtRW1ZRW1tRWNtbWFtam1HTm12d2E.jpg,2.847697608
1130,sydt al2ahrt,سيدة القاهرة,"Yousra, Gamil Rateb, Nabil Al Helfawi, Abdelaziz Makhyoun, Mahmoud Hemeida, Layla Fahmy","يسرا, جميل راتب, نبيل الحلفاوي, عبدالعزيز مخيون, محمود حميدة, ليلى فهمي","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Tm1tYm11Y1BtbW1qbUVQdmNtZHo.jpg,2.847697608
1131,a man against the law,رجل ضد القانون,"Mahmoud Yassine, Mervat Amin, Tariq Al Dussoki, Hayatem, Abd El Hafeez El Tetawy, Ahmed Seyam","محمود ياسين, ميرفت أمين, طارق الدسوقي, هياتم, عبدالحفيظ التطاوي, أحمد صيام",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1tdmNtakVjbVRqbUV3VGJjTkJ3.jpg,2.847697608
1132,titans port,جبابرة الميناء,"Mohsen Sarhan, Farouk El Feshawi, Layla Olwi, Mahmoud El Gendy, Hussien El Sherbiny, Ahmad Rateb","محسن سرحان, فاروق الفيشاوي, ليلى علوي, محمود الجندي, حسين الشربيني, أحمد راتب","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtRW1qbWp2Y0VjbXZtWW1tRVB2d3h2Yw.jpg,2.847697608
1133,2fzt almwt,قفزة الموت,"Fouad Sharaf El Den, Grace Hadad, Sami Maqsoud, Layla Makram, Ferya Damkouk","فؤاد شرف الدين, غريس حداد, سامي مقصود, ليلى مكرم, فريا دمكوك","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtbW1tdmNtYkVjbVRvY1BtdmxtYm16.jpg,2.847697608
1134,shahr aasal bidun izaag,شهر عسل بدون إزعاج,"Nahed Sherif, Hassan Youssef, Mohamed Awad, Hassan Hamed, Amin Elheneidy, Zouzou Shakib","ناهد شريف, حسن يوسف, محمد عوض, حسن حامد, أمين الهنيدي, زوزو شكيب","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtcG1tbW1FRWNQYW1tdmN2TmJtYlA.jpg,2.847697608
1135,hoda,هدى,"Lobna Abdelaziz, Emad Hamdy, Hussein Riad, Omar ElHariri, Abdelmonem Ibrahim, Wedad Hamdy","لبنى عبدالعزيز, عماد حمدي, حسين رياض, عمر الحريري, عبدالمنعم إبراهيم, وداد حمدي","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtcEVtYm1FRWNsdmNtbXZjbXpQbWJQ.jpg,2.847697608
1136,hikayat gharam,حكاية غرام,"Maha Sabry, Moharam Fouad, Wahid Jalal, Julia Daw, Hassan El Mliegy, Said Elmaghrabi","مها صبري, محرم فؤاد, وحيد جلال, جوليا ضو, حسن المليجي, سيد المغربي","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtVFRFbWVjbW9rTmptb2NtdnZ3.jpg,2.847685801
1137,al ekhteyar,الاختيار,,,"Action, CV, drama, war","اكشن, سيرة ذاتية, دراما, حرب",https://i.egycdn.com/pic/WmFwZndlY21ZWW1tWW1tbW1qRWNja3RjbW1tYm14am12.jpg,2.847673872
1138,b3d alkhmys,بعد الخميس,"Jafar alGharib, Mansour Al Felei, Belal Abdallah, Dalida Khalil, Susan Negm Eldein, Talaat Zakareia","جعفر الغريب, منصور الفيلي, بلال عبدالله, داليدا خليل, سوزان نجم الدين, طلعت زكريا",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21ZcGptam1ibVRiRWNja052UHZOWUVtYg.jpg,2.847673872
1139,high fences,أسوار عالية,"Rania Yousef, Ahmad AlAwady, Randa Al Behiry, Abdelaziz Makhyoun, Yasmine Rahmy, Entsar","رانيا يوسف, أحمد العوضي, راندا البحيري, عبدالعزيز مخيون, ياسمين رحمي, إنتصار",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21ZcGptYnZOam1hY3Z3eG1wWXZtYnZjbXo.jpg,2.847673872
1140,al hareth,الحارث,"Ahmed El Fishawy, Yasmin Raeis, Ali Al Tayeb, Asmaa Galal, Amr Abdul Gelil, Asmaa Abou El Yazeed","أحمد الفيشاوي, ياسمين رئيس, علي الطيب, أسماء جلال, عمرو عبدالجليل, أسماء أبو اليزيد","drama, horror","دراما, رعب",https://i.egycdn.com/pic/WmFwZndlY21ZVGp2Y3ZOanZSY212bWJ2Tmp2Y21ZRW1i.jpg,2.847673872
1141,saheb el maqam,صاحب المقام,"Yousra, Asser Yassine, Mahmoud Abdelmoghni, Amina Khalil, Riham Abdulghafour, Bayyumy Fouad","يسرا, آسر ياسين, محمود عبدالمغني, أمينة خليل, ريهام عبدالغفور, بيومي فؤاد",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21ZVGptbW1ZSGNFY3dUam1wbW1UTGN2dw.jpg,2.847673872
1142,najd,نجد,"Hayat Al Fahad, Zahra Al Kharji, Mayssa Maghrebi, Ali Al Saba, Revan Canaan","حياة الفهد, زهرة الخرجي, ميساء مغربي, علي السبع, ريفان كنعان",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21ZcGptam12bUV2UmNhUG1Zam1ibVlqbWI.jpg,2.847673872
1143,the crew,The Crew,,,documentary,وثائقي,https://i.egycdn.com/pic/WmFwZndlY21Zb2NtYm1tbW1takVjdk5CTnZ2d1BtSXg.jpg,2.847673872
1144,rwlm,رولم,"Fatima AlBanawi, Khaled Yeslam, Sarah Taibah, Shaher Al Qurashi","فاطمة البنوي, خالد يسلم, سارة طيبة, شاهر القرشي",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21ZcGptWUxObUVjeG1wYmx3VG14bXo.jpg,2.847673872
1145,qabl ma yefout el fout,قبل ما يفوت الفوت,"Mourad El Gharsalli, Raouf Bin Omar, Jamal Almadani Jamel Madani, Salma Mahjoubi, Kamel Touati, Majd Mastoura","مراد الغرسلي, رؤوف بن عمر, ( ) جمال المداني, سلمى المحجوبي, كمال التواتي, مجد مستورة","excitement, drama","اثارة, دراما",https://i.egycdn.com/pic/WmFwZndlY21ZcGptYm1ibUVtakVjdmNQbUlhY05Uam1t.jpg,2.847673872
1146,yara,يارا,,,drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21MTm1tRW1qbW1tZWNtdm1qbW1hdk5waHo.jpg,2.847673872
1147,mhmt fy 7 ayam,مهمة في 7 أيام,"Abdullah AlTararwah, Mohamed Safar","عبدالله الطراروة, محمد صفر","excitement, Action, comedy","اثارة, اكشن, كوميديا",https://i.egycdn.com/pic/WmFwZndlY21ZcGptYm1ibWJ2Y0VjbW1sYXhtRW1FYW12.jpg,2.847673872
1148,ahmad maryam,أحمد مريم,"Khales Warraq, Hoda Alhallak, May Taher, Mashhour alali","خالص وراق, هدى الحلاق, مي طاهر, مشهور العلي",romantic,رومانسية,https://i.egycdn.com/pic/WmFwZndlY21ZcGptYm1ibUVtbUVjeHZrTnZtamNOdmw.jpg,2.847673872
1149,the end,النهاية,"Mohamed El Hemaly, Abdulla Alkhudr, Ghadeer zayid, Heba El Dorry","محمد الحملي, عبدالله الخضر, غدير زايد, هبة الدري","comedy, Action","كوميديا, اكشن",https://i.egycdn.com/pic/WmFwZndlY21ZcGp2Y212bVR1Y21qdmNtYlBtRW1wcnc.jpg,2.847673872
1150,ali and alia,علي وعليا,"Talal Mahmood, Sawsan Saad, Nevin Mady, Fatma Hassan, Khalifa Al Bhri","طلال محمود, سوسن سعد, نيفين ماضي, فاطمة حسن, خليفة البحري",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21ZcGp2Y21tdk5iRWNtYm1FbVlFbWptdlBtRQ.jpg,2.847673872
1151,bnzyn,بنزين,"Sondos Belhassen, Fatma Ben Saidane, Ali Yahyaoui, Fatma Ben Saidane, Jamel Chandoul","سندس بلحسن (سندس بالحسن), فاطمة بن سعيدان, علي يحياوي, فاطمة بن سعيدان, جمال شندول",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21Zb2NtVHBIY0VjYXZjd1RqdmN4eFA.jpg,2.847673872
1152,ekhwan,إخوان,Mohammed Qurei,محمد قريع,"drama, Short","دراما, قصير",https://i.egycdn.com/pic/WmFwZndlY21ZcGptYm1qbW9SY2N3YW1uSWF2Tmps.jpg,2.847673872
1153,camera,كيمره,"Omar Almulla, Yaser Alneyadi, Mohamed El Hamady, Humaid Alawadi, Ibrahim Ustadi, Khalifa Al Bhri","عمر الملا, ياسر النيادي, محمد الحمادي, حميد العوضي, إبراهيم أستادي, خليفة البحري","excitement, drama","اثارة, دراما",https://i.egycdn.com/pic/WmFwZndlY21Udm1UYnZjbWp2UmNtb05ZWXZ4bUVh.jpg,2.847673872
1154,bo oyoun,بو عيون,"Ahmed El Onan, Khalid Muthafar, Abdullah Bahman","أحمد العونان, خالد المظفر, عبدالله بهمن","Fiction, comedy","خيال علمي, كوميديا",https://i.egycdn.com/pic/WmFwZndlY21URXZjbXZtRXZOakVjbXphdlVURWxtcEU.jpg,2.847673872
1155,danger circuits,دوائر الخطر,"Sultan Al Fharaj, Abdullah Bahman, Abdallah AlSalman, Abbas Khalifi","سلطان الفرج, عبدالله بهمن, عبدالله السلمان, عباس خليفي","Action, excitement","اكشن, اثارة",https://i.egycdn.com/pic/WmFwZndlY21MY21ibVRZVEVFY3hsbUVtYlBLYW1F.jpg,2.847673872
1156,shhyd,شهيد,"Carol Abboud, Hamza Mekdad, Hadi Bou Ayash, Raneem Mourad, Mohamad Akil","كارول عبود, حمزة مقداد, هادي بو عياش, رنيم مراد, محمد عقيل","Fiction, Familial, drama","خيال, عائلي, دراما",https://i.egycdn.com/pic/WmFwZndlY21Zb2Ntb2NtVHVjbXZQY05ZRWN0Y21n.jpg,2.847673872
1157,and action,آند أكشن,"Vivianne Antonios, Sherine El Hajj, Ismail Ahmed, Parissa Laudy Khoury, Laura Khabbaz, Anthony Touma","فيفيان أنطونيوس, شيرين الحاج, إسماعيل أحمد, ( ) باريسا (لودي الخوري), لورا خباز, أنطوني توما","comedy, romantic","كوميديا, رومانسية",https://i.egycdn.com/pic/WmFwZndlY21MTm1tRW1qbUVtRUVjbVRUVHZtcG1tbXg.jpg,2.847673872
1158,tafash and the forty thieves,طفاش والأربعين حرامي,"Abdul Rahman El Aqel, Ali Al Ghreer, Khalil El Romethi, Ahmed Eissa, Salwa Al Jarrash, Noura Al Balushi","عبدالرحمن العقل, علي الغرير, خليل الرميثي, أحمد عيسى, سلوى الجراش, نورة البلوشي",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21MY21ibXZ2Tm9jRWNtandUdm1UWUVsYQ.jpg,2.847673872
1159,hayat,Hayat,,,drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21UVHBibWJtcHVjbUVQbXZ2TnNqbFA.jpg,2.847673872
1160,back to q82,BACK TO Q82,"Jassem ALNabhan, Abdel Imam Abdalla, Abd alaziz AlNasar, Khalid Muthafar, Amal Anbari, Khalid ElMoufidy","جاسم النبهان, عبدالإمام عبدالله, عبدالعزيز النصار, خالد المظفر, أمل العنبري, خالد المفيدي",,,https://i.egycdn.com/pic/WmFwZndlY21MY21ibXZtYm1FdlJjdmNsdmNQYW1qbWJtYg.jpg,2.847673872
1161,lylk,ليلك,"Julian Farhat, Wafa Celine Halawi, Faaek Hamisy, Aliya Khalidi","جوليان فرحات, وفاء سيلين حلاوي, فائق حميصي (فايق حميصي), علياء خالدي","Short, drama, Familial, ambiguity, war","قصير, دراما, عائلي, غموض, حرب",https://i.egycdn.com/pic/WmFwZndlY21MTm1tRW1qbUV2UmNLYXhtam1FeG1qbA.jpg,2.847673872
1162,lelwtn 3zwt salfty balghzw,للوطن عزوة: سالفتي بالغزو,"Abdul Rahman El Aqel, Zahra Al Kharji, Hamad Al Omani, Lulowa Al Mulla, Fouad Ali, Dana Almosaeed","عبدالرحمن العقل, زهرة الخرجي, حمد العماني, لولوة الملا, فؤاد علي, دانة المساعيد",,,https://i.egycdn.com/pic/WmFwZndlY21ZVHZtbW1ITmJFY3htRXhtamxtSGNtSQ.jpg,2.847673872
1163,mimosas,ميموزا,"Said Aagli, Ahmed El Othemani, Shakib Ben Omar, Laaziza Ikram, Ahmed Hammoud","سعيد أجالي, أحمد العثماني, شكيب بن عمر, لعزيزة إكرام, أحمد حمود",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY212bUVtbW12dk5tRWNtam12bG1Fdk5tbXpQ.jpg,2.847673872
1164,blessed benefit,إنشالله إستفدت,"Maher Khammash, Nadeem Remawi, Mahamoud Ibrahim, Odai Hijazi, Mahmoud AlMassad","ماهر خماش, نديم ريماوي, محمود إبراهيم, عدي حجازي, محمود المساد","drama, comedy","دراما, كوميديا",https://i.egycdn.com/pic/WmFwZndlY21qbVl2bXBqbUVFY2NOWXB6UGxtemE.jpg,2.847673872
1165,kitabah ala al talj,كتابة على الثلج,"Diamond Bou Abboud, Ramzi Maqdisi, Areen Omari, Ghassan Massoud, Amr Waked, Khaled Abol Naga","دياموند بو عبود, رمزي مقدسي, عرين عمري, غسان مسعود, عمرو واكد, خالد أبو النجا",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21Zb05qdmNtYm1tRWNtdnZjbWJ2TlRwYm1F.jpg,2.847673872
1166,albayir,البئر,"Nadia Kaci, Laurent Maurel, Layla Metssitane, Ourais Achour, Mohamed Adar, Hania Amar","ناديا كاسي, لارينت ماريل, ليلا ميتسيتان, أوراس عاشور, محمد أدار, هانيا عمار",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21ZcGptYm1ibW1tdWN2TlRvY2NOdm1ibUk.jpg,2.847673872
1167,border,Border,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1wam1hY3htam1zam1tbXphdmM.jpg,2.847673872
1168,alb2yt fy 7matk,البقية في حماتك,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1wYnZjRWNtSWFtRXhhbUVhbXY.jpg,2.847673872
1169,ghram want2am,غرام وانتقام,Noureddine Bakr,نور الدين بكر,,,https://i.egycdn.com/pic/WmFwZndlY21ZVHZtdnZOVGFjbXZsUG1Ca3ROYg.jpg,2.847673872
1170,post,بوسطة,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1ZWWFjbG1ibXZtRHpQdmNtdg.jpg,2.847673872
1171,yallah underground,Yallah! Underground,"Maii Waleed, Tamer Abu Ghazaleh, Shadi Zaqtan, Ousso Lotfy, Karim Adel Eissa, Marc Codsi","مي وليد, تامر أبوغزالة, شادي زقطان, أوسو لطفي, كريم عبدالعيسى, مارك قدسي",Music,موسيقي,https://i.egycdn.com/pic/WmFwZndlY21tbUVtbW1ibXZtYWN4bXZtSXh4bUlhUA.jpg,2.847673872
1172,la a7d ghyrk,لا احد غيرك,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1wYm11Y2Ftam1ZcG1tenhh.jpg,2.847673872
1173,what comes next is better,اللي جاي أحسن,"Talaat Zakareia, Ahmad Rateb, Alaa Morsy, Abdel Imam Abdalla, Amal Rizk, Sally Al Qady","طلعت زكريا, أحمد راتب, علاء مرسي, عبدالإمام عبدالله, أمل رزق, سالي القاضي",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21tbUVtdnZjbXB1Y1BtandUdmNORW1wYg.jpg,2.847673872
1174,the mirror,المرايا,"Aaidah Riyadh, Fadya Abdel Ghany, Mai Selim","عايدة رياض, فادية عبدالغني, مي سليم",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21UVGptcHZtYkVjYVBsbWJ3ZFRFbWI.jpg,2.847673872
1175,khlf alabwab almghl2t,خلف الابواب المغلقة,"Karim Aldkali, Zainab Obaid, Amal Ayouch","كريم الدكالي, زينب عبيد, أمال عيوش",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21ZcGptYm1ibUVtdkVjbG1qbVlibVlqbWptbQ.jpg,2.847673872
1176,human animal it,إنسان حيوان شيء,"Nader Dernaika, Michel Khabbaz, Julian Farhat, Tarek Yakoub, Khitam el Leham, Issam Al Achkar","نادر ديرنايكا, ميشيل خباز, جوليان فرحات, طارق يعقوب, ختام اللحام, عصام الأشقر",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21tbXZtb05ibWVjdnd4bUhjbWJhbWJQ.jpg,2.847673872
1177,heritages,ميراث,,,"CV, documentary, drama","سيرة ذاتية, وثائقي, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Tm1tYm1tRWNja05Fdk5id1Rkeg.jpg,2.847673872
1178,al sadma,الصدمة,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1wRXZjRWNtSWFtVEV2Y3ZObW1n.jpg,2.847673872
1179,alsaher,الساحر,,,Music,موسيقي,https://i.egycdn.com/pic/WmFwZndlY21tbXZtRXZjdmNtbUVjeGF4bWRUWXZteg.jpg,2.847673872
1180,ya khayel allah,يا خيل الله,"Hamza Souidek, Ahmed El Idrissi Amrani, Abdelhakim Rachid, Abdelilah Rachid","حمزة صويدق, أحمد الإدريسي عمراني, عبدالحكيم راشد, عبد الإله رشيد",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21tbUV2Y3ZOdm11Y21kVHBzam1qd1Ri.jpg,2.847673872
1181,wa7t alghrwb,واحة الغروب,"Randa Al Behiry, Ahmed Salah AlSaadany, Madlyn Tabar, Madeiha Hamdy, Gamal Ismail, Khalil Morsy","راندا البحيري, أحمد صلاح السعدني, مادلين طبر, مديحة حمدي, جمال إسماعيل, خليل مرسي",,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtYm1wcGVjbW1sY3RjbUV2d1BL.jpg,2.847673872
1182,lamma dehket monaliza,لما ضحكت موناليزا,"Shady Khalaf, Haifaa Agha, Soha El nagar, Nadira Emran, Tahany Selim","شادي خلف, هيفاء آغا, سهى النجار, نادرة عمران, تهاني سليم","romantic, drama","رومانسية, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Y21qbVltRWNtWXJ0Y21iYW1IYw.jpg,2.847673872
1183,sector zero,Sector Zero,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1vY21qRWNtRFRtbVlURW1ibWI.jpg,2.847673872
1184,zul el bahr,ظل البحر,"Marim Hussain, Nevin Mady, Hassan Ragab, Aisha Abdel Rahman","مريم حسين, نيفين ماضي, حسن رجب, عائشة عبدالرحمن","drama, romantic","دراما, رومانسية",https://i.egycdn.com/pic/WmFwZndlY21tbW12dHR0UmNteGp3VG1tdnh2Y21n.jpg,2.847673872
1185,taxi el ballad,تاكسي البلد,"Talal Aljordy, Omar Mikati, Khaled El Sayed, Talal Jarday","طلال الجوردى, عمر ميقاتي, خالد السيد, طلال الجردي",,,https://i.egycdn.com/pic/WmFwZndlY21tbWJtbW1Zam1FRWNtRW1UVG9OVGJtdg.jpg,2.847673872
1186,magd,ماجد,"Mohammed Bnprahim, Wasim elzedy, Lotfy sabir, Ibrahim elbkaly, Abderrahim Tounsi, Abdullah AlAmrani","محمد بنبراهيم, وسيم الزيدي, لطفي صابر, إبراهيم البقالي, عبدالرحيم التونسي, عبدالله العمراني","drama, crime","دراما, جريمة",https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRXZ0dFJjbGN3UGNObW1JbG1i.jpg,2.847673872
1187,tyta alf mrt,تيتا ألف مرة,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1UYm1FRWNtam1qdmN3VEV3VFR6.jpg,2.847673872
1188,7ra2y,حراقي,,,,,https://i.egycdn.com/pic/WmFwZndlY21tbWJtbW1FbXZtbUVjUGNOcHJ0Y3ZjbW0.jpg,2.847673872
1189,ana,انا,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1tdnRSY3Z3bHZOWW1tRW1vYw.jpg,2.847673872
1190,mn al2atl,من القاتل,,,,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1ibVltRWNtYmNVVHZsdmN2Tmo.jpg,2.847673872
1191,days of glory,السكان الأصليون,"Mohammed Majd, Jamel Debbouze, Sami Bouajila, Roschdy Zem","محمد مجد, جمال دبوز, سامي بوعجيلة, رشدي زيم",,,https://i.egycdn.com/pic/WmFwZndlY3ZOcGptYm12RWNjTkV2VVRqbHZjbWo.jpg,2.847673872
1192,the accident,الحادثة,,,drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21tbWptcHBibWVjbWJjdGNtRW1qbWpjTmc.jpg,2.847673872
1193,7nyn,حنين,"Fayez AlMalki, Hamad AlMazaini","فايز المالكي, حمد المزيني",,,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRXZ0TmpFY1BtYnhQdmN2Y2N0Yw.jpg,2.847673872
1194,khshkhash,خشخاش,"Raouf Bin Omar, Layla Shabbi Lela Chebbi, Mohamed Ali Ben Jemaa","رؤوف بن عمر, (ï ) ليلى الشابي, محمد علي بن جمعة",,,https://i.egycdn.com/pic/WmFwZndlY21ZVEVtRW1ZcGpFY2FQeG1FeG1qbW1tYg.jpg,2.847673872
1195,alshb7,الشبح,,,old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1MTnZFY1B2Y21uR05EVEk.jpg,2.847673872
1196,alm7tt alakhyrt,المحطة الأخيرة,"Faisal bu Gazi, Hoda Ahmed, Mohammed AlAjemi, Hamad Nasser","فيصل بوغازي, هدى أحمد, محمد العجيمي, حمد ناصر","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1UWW1FY21FbWRUandUZFRi.jpg,2.847673872
1197,stronger than love,أقوى من الحب,Loay Mohammed Hamza,لؤي محمد حمزة,old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY3ZjbWJtRW1ibXZtbUVjbWJjTmptdnZOZmt3.jpg,2.847673872
